Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
24.627784999999218,1000,,,,-0.09765625,0,-1.033203125,-0.12392815873054555,0.040783779695630074,11.347999572753906,-0.037109375,2126,0,0.4211171716451645,27.58921363148543,6551.434016262876,0.001478250893279782,0.09684663186804146,1.71875,,
24.66271499999892,1000,,,,-0.0234375,0.080078125,-1.06640625,-0.12168122474384707,0.041720340959727764,11.350666999816895,-0.0447591133415699,1996,0,0.5080457907472216,25.439131913074917,5007.251782493789,0.0016400064712225818,0.08211925326330623,1.6484375,,
24.697949999999256,1000,,,,-0.09765625,0.08984375,-1.005859375,-0.12439955975202206,0.031230738386511803,11.352999687194824,-0.0390625,1875,0,0.4434765502810478,24.42801679383875,5508.299543314702,0.0012784803060389592,0.0704225248589124,1.57421875,,
24.734039999999105,1000,,,,-0.142578125,0.0390625,-0.96875,-0.12237250285751605,0.049836624384624884,11.35333251953125,-0.0496419258415699,1764,0,0.5636012909892543,22.60875107449141,4011.4796463307734,0.0022043068288214135,0.08842531978085032,1.513671875,,
24.82099500000011,1000,,,,0.265625,-0.32421875,-1.12109375,-0.122535304451354,0.04968373104929924,11.354183197021484,-0.04527698829770088,1654,0,0.5140832197414937,21.226613463892082,4129.022821356796,0.002340633899694582,0.09664530788280282,1.458984375,,
24.85071999999881,1000,,,,-0.208984375,0.080078125,-0.904296875,-0.12335263961503787,0.06276515341596678,11.357202529907227,-0.0387369804084301,1493,0,0.439943731895589,19.286586693229445,4383.875776597425,0.0032543422231368956,0,1.37109375,,
24.873304999999704,1000,,,,-0.0625,0.048828125,-1.0234375,-0.12376342411368527,0.06864196620881557,11.359556198120117,-0.0368923619389534,1348,0,0.4190808587269288,17.469346402115864,4168.4906476482165,0.0039292807314475,0,1.2890625,,
24.900474999999627,1000,,,,0,-0.0234375,-0.953125,-0.12366112785108668,0.07627997547388077,11.357714653015137,-0.0376674123108387,1269,0,0.42781572074397545,16.433494791407416,3841.255473929153,0.00464173789215945,0,1.24609375,,
24.93473999999929,1000,,,,-0.134765625,0.154296875,-0.96484375,-0.12347672087603434,0.07234863005578518,11.361778259277344,-0.0358072929084301,1210,0,0.4068345220905769,15.647239956398288,3846.0944454744704,0.004623731102570663,0,1.20703125,,
24.9606799999997,1000,,,,-0.052734375,0.013671875,-1.01953125,-0.12285314133414361,0.0807340256869793,11.362181663513184,-0.046164773404598236,1144,0,0.5245325418779672,14.72062377129528,2806.4271701030216,0.005484416077830066,0,1.158203125,,
