Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0,1673,,,,-0.166015625,0.048828125,-0.984375,0.09923349708225453,0.9677018282343257,8.379111289978027,7.549595413468778,5115,0,63.258900163762576,53.14870305454498,84.01774756904618,0.018207440118363775,0.015297481077432121,0.732421875,,
0.033980000000447035,1673,,,,-0.05078125,0.08984375,-0.974609375,0.09891771834601026,0.9628812003019872,8.378666877746582,7.633145389817655,5113,0,63.955582450689214,52.96861970782982,82.82094803634926,0.01817833286223341,0.015055467613704935,0.724609375,,
0,1673,,,,-0.037109375,0.021484375,-0.931640625,0.0983131024932947,0.9657031750649173,8.382118225097656,7.464480934403837,5115,0,62.56816168116038,52.6571685983401,84.15968630607132,0.01833944362696628,0.015434418226733611,0.728515625,,
0.0761100000012666,1673,,,,-0.212890625,0.123046875,-1.044921875,0.09789916665999943,0.9711601719207178,8.381818771362305,7.4482398607954385,5114,0,62.42979667882417,52.424425689708634,83.97340449370822,0.018524955860629768,0.01555603611712754,0.728515625,,
0.11154000000096857,1673,,,,-0.0546875,0.07421875,-0.9921875,0.09900355856297768,0.9574110100895908,8.380571365356445,7.520182190202177,5113,0,63.02342352547188,53.01053617866787,84.11243504923665,0.01806076827562566,0.015191351985228772,0.72265625,,
0.14438499999977647,1673,,,,-0.1328125,0.08203125,-1.02734375,0.09830821053146105,0.9692738026372313,8.38472843170166,7.532135544084013,5113,0,63.154911047911874,52.641065711538374,83.35229175068068,0.018412883355147888,0.01534756025389539,0.72265625,,
0.16551000000163912,1673,,,,-0.0078125,0.01171875,-0.935546875,0.09875049017486776,0.9708233202629524,8.384364128112793,7.489965973161161,5113,0,62.798602026157866,52.876861025096396,84.20069765736392,0.018360078519074355,0.015459314203500416,0.71484375,,
0.2034850000012666,1673,,,,-0.1875,0.1171875,-0.9453125,0.09880705414248717,0.9648498175319116,8.384000778198242,7.600050983689726,5110,0,63.71883336160098,52.87762502522811,82.98586498775082,0.01824684480574871,0.015142301995023047,0.716796875,,
0.23837500000186265,1673,,,,-0.078125,-0.01953125,-0.91796875,0.09854617944650644,0.9823961396751996,8.380001068115234,7.595982132218778,5112,0,63.6543383813776,52.7551579354904,82.87755285337188,0.018621802646794926,0.01543329433084807,0.712890625,,
0.27267000000178815,1673,,,,-0.16796875,0.076171875,-0.9921875,0.09897719620770684,0.9632028936351531,8.380667686462402,7.505242882035673,5113,0,62.89894650052832,53.00000357963508,84.26214830035333,0.01817363827509736,0.015313498034932314,0.7109375,,
0.305089999999851,1673,,,,-0.0703125,0.0234375,-0.89453125,0.09907441916432726,0.9804123641206759,8.381819725036621,7.4886341669783,5111,0,62.7683815743619,53.028451898943295,84.48274524351137,0.018488421385354694,0.015619525938536083,0.705078125,,
0.34675500000081955,1673,,,,0.05078125,-0.01953125,-1.017578125,0.09894759154980946,0.9831669685520529,8.381600379943848,7.573683796189726,5111,0,63.47959098371837,52.956791661350664,83.42333471388204,0.018565455680155857,0.015487922233213847,0.705078125,,
0.390144999999553,1673,,,,-0.15234375,0.08984375,-1.02734375,0.09861785355410123,0.9802178322883163,8.383143424987793,7.527157364152372,5112,0,63.101239766142406,52.793940929522996,83.66545748574991,0.01856686231468973,0.015534050296334461,0.705078125,,
0.4215650000013411,1673,,,,0.02734375,0.01953125,-0.9140625,0.09913689965598022,0.9731812818673106,8.375714302062988,7.943243084214628,5112,0,66.53033470521937,53.073673895135556,79.7736463077975,0.018336422004441397,0.014627632435328233,0.701171875,,
0.44739500000141563,1673,,,,-0.166015625,0.046875,-0.982421875,0.10285103768384395,0.9557548227722439,8.370000839233398,7.623488483689726,5121,0,63.80860500636915,55.160993631579885,86.4475780752046,0.017326642611910286,0.014978462899742816,0.697265625,,
0.4746200000010431,1673,,,,-0.2109375,0.044921875,-0.9765625,0.10447397885267325,1.0151754552020715,8.383556365966797,7.458449421189726,5123,0,62.52833112525649,56.04479712484468,89.63104582557301,0.018113643144084892,0.016235447787155494,0.69921875,,
0.5096300000008196,1673,,,,0.01953125,-0.048828125,-0.998046875,0.09847960876094396,1.0066270022571284,8.384500503540039,7.557936725877226,5122,0,63.36952428384135,52.818083210192725,83.34934466860255,0.01905837813635145,0.01588503328111316,0.697265625,,
0.5485700000021607,1673,,,,-0.0625,0,-0.951171875,0.09748766293833984,0.9984339278111284,8.383666038513184,7.506463585160673,5119,0,62.93168382824745,52.26309766208955,83.04735307055424,0.019103994452578522,0.015865361723611984,0.6953125,,
0.5848300000000745,1673,,,,-0.09375,0.03515625,-0.927734375,0.09816873639987289,0.9802925010724542,8.382462501525879,7.492253361009062,5117,0,62.80353285058969,52.60156480721856,83.75574178662572,0.018636185152764276,0.015608875115426725,0.69140625,,
0.6360550000015647,1673,,,,-0.16015625,0.037109375,-1.017578125,0.09896675485131937,0.9693936656854528,8.377819061279297,7.435811100266874,5117,0,62.295879971888,53.02744415532472,85.12191204178221,0.0182809803702016,0.01556112003109848,0.69140625,,
0.6743100000005215,1673,,,,-0.095703125,0.146484375,-1.123046875,0.09889958521875732,0.9698857498155052,8.38117504119873,7.48832088496536,5114,0,62.76092810155887,52.96380400091465,84.38977179433891,0.018312237349846622,0.015453655309973259,0.69140625,,
0.723890000000596,1673,,,,0.078125,0.0234375,-0.978515625,0.0990558374243614,0.964550300266215,8.382769584655762,7.545213279984892,5114,0,63.24978439319809,53.04574377229941,83.86707445915653,0.018183368384965603,0.015249859102601829,0.69140625,,
0.7679550000000746,1673,,,,-0.125,0.025390625,-0.869140625,0.0986671539416991,0.9684148309099292,8.378251075744629,7.489577350877226,5113,0,62.749559496859725,52.83327054413288,84.19703814299588,0.01832964003432249,0.015433014011172351,0.693359375,,
0.964120000001043,1673,,,,-0.0625,0.041015625,-1,0.09868375716398799,0.9689930929224266,8.37975025177002,7.524367389939726,5113,0,63.05231953025754,52.83489354806634,83.79532099958978,0.018340021676032884,0.015368080034826098,0.6875,,
1.000820000000298,1673,,,,-0.0859375,0.037109375,-0.99609375,0.09909814565951562,0.9783912541740831,8.381881713867188,7.551592884324491,5112,0,63.296558307689025,53.051513271763895,83.81421469059464,0.01844228738890322,0.015457258345991806,0.677734375,,
1.0347300000004471,1673,,,,-0.0078125,0.130859375,-0.912109375,0.09886873437197727,0.9741693800634226,8.379273414611816,7.508609352372587,5112,0,62.916690727041264,52.928570964808344,84.12484883293445,0.018405359568674878,0.015483480914305776,0.671875,,
1.1171250000018627,1673,,,,-0.0703125,0.078125,-0.955078125,0.09883971421764375,0.9601263151608953,8.375077247619629,7.553852138780058,5113,0,63.26409517937973,52.91726783067888,83.64502437067449,0.018143913216249998,0.01517648063152634,0.673828125,,
1.1520700000002981,1673,,,,-0.12109375,0.0546875,-0.96484375,0.09866689734446855,0.9653475158562599,8.384000778198242,7.5140381434187296,5112,0,62.997701641833906,52.81990917779395,83.84418447215009,0.018276205523316238,0.015323535473478552,0.677734375,,
1.183745000001043,1673,,,,-0.0078125,-0.029296875,-1.0625,0.09892837499041575,0.985846904199292,8.38033390045166,7.607375202439726,5111,0,63.75234430246094,52.947275380033844,83.05149553220429,0.018619407648897645,0.01546369651164713,0.677734375,,
1.2259049999993294,1673,,,,-0.28125,0.1875,-0.994140625,0.09919063571423506,0.951937170650902,8.38479995727539,7.466261921189726,5113,0,62.60311263779849,53.11067273015357,84.83711191396324,0.017923651155532058,0.015205907989887099,0.6796875,,
1.2580250000022353,1673,,,,-0.02734375,0.09375,-0.904296875,0.09861147630412405,0.9816025733114473,8.381067276000977,7.580519733689726,5112,0,63.532845875106595,52.78941232716762,83.08995386566106,0.018594686510769776,0.015450316443262908,0.681640625,,
1.303685000002384,1673,,,,-0.05078125,0.029296875,-0.998046875,0.0987357653964707,0.9819731101349891,8.379556655883789,7.601678428910673,5113,0,63.698695074866656,52.865116321545734,82.99246359664363,0.01857506761476236,0.01541590622823359,0.6796875,,
1.341105000000447,1673,,,,-0.142578125,0.056640625,-1.107421875,0.09859208261687209,0.9776838656927755,8.382134437561035,7.482863483689726,5112,0,62.722367698203584,52.77820685057436,84.14575021230578,0.01852438580304166,0.015587483406191269,0.6796875,,
