Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0,1673,,,,-0.013671875,-0.009765625,-0.927734375,0.16083556372289895,5.691252832208619,8.531200408935547,11.415480671189725,4858,0,97.38775337024961,81.82511996687109,84.01992769644005,0.06955385869905065,0.05843910178902643,2.02734375,,
0,1673,,,,-0.0546875,-0.07421875,-0.9765625,0.16261660631553265,5.677533636139548,8.533333778381348,11.247511921189725,4858,0,95.97877339983516,82.73562955322298,86.20200761324281,0.06862259545009262,0.059154054954293656,2.021484375,,
0.08376000000163913,1673,,,,-0.2578125,0.2578125,-0.826171875,0.16156623183817873,5.6601577047931455,8.534001350402832,11.25524335887283,4858,0,96.05226202373323,82.19012479760983,85.56813037604647,0.06886663962040546,0.058927895975990616,2.01953125,,
0.035644999999552965,1673,,,,-0.158203125,0.0625,-1.001953125,0.1593550772868198,5.688700268594473,8.530000686645508,11.457472858689725,4858,0,97.73225135184562,81.06029681748795,82.94119463764626,0.07017862618246905,0.05820699093602784,2.021484375,,
0.1334400000013411,1673,,,,0.21875,-0.13671875,-1.0078125,0.16040492108807416,5.684910687444611,8.532000541687012,11.376906452439725,4858,0,97.06777201493819,81.59876385166052,84.06370328465242,0.0696690785387299,0.05856640746394937,2.02734375,,
0.18208500000089406,1673,,,,-0.392578125,0.23828125,-1.083984375,0.16123128456710367,5.679262807982743,8.53411865234375,11.267043171189725,4858,0,96.15428328401251,82.0208544269877,85.30130081124034,0.06924169283115965,0.05906406468870253,2.029296875,,
0.23071499999985098,1673,,,,0.07421875,0.03125,-0.763671875,0.1601551931155767,5.677202398676077,8.526750564575195,11.435500202439725,4858,0,97.50765780735269,81.47318383318462,83.55567723116926,0.06968185274678945,0.058223143969806046,2.02734375,,
0.28042500000074505,1673,,,,0,-0.09765625,-1.060546875,0.16111308909909494,5.67962773061199,8.53225040435791,11.301833210252225,4858,0,96.4300709781602,81.96071556361176,84.99497587445984,0.06929695149139943,0.058898927201851074,2.01953125,,
0.3213499999996275,1673,,,,-0.15625,0.181640625,-0.908203125,0.16070010655085792,5.678050142014788,8.531059265136719,11.398592052720486,4858,0,97.24206434087488,81.75392449223263,84.07259250035075,0.06945293669118299,0.058390884443904875,2.013671875,,
0.371964999999851,1673,,,,-0.220703125,0.19921875,-0.986328125,0.161005085568528,5.679665135181487,8.534154891967773,11.279062328599393,4858,0,96.25726494842593,81.90954951851494,85.09440774408206,0.0693406955424367,0.059005054197463616,2.013671875,,
0.4243349999990314,1673,,,,0.236328125,-0.16796875,-1.037109375,0.16100063122465524,5.673592471743691,8.52750015258789,11.373549518845975,4858,0,96.98794525742498,81.90748413056791,84.45120052102291,0.06926830352522456,0.05849791390759818,2.021484375,,
0.47375,1673,,,,-0.158203125,0.1484375,-0.96875,0.1603347738157418,5.682103590296566,8.530000686645508,11.371752796433865,4858,0,97.00105916194384,81.56670845807184,84.08847198451281,0.06966204346982283,0.0585777479069611,2.029296875,,
0.5327750000003725,1673,,,,-0.21875,0.052734375,-1.048828125,0.16147977376512482,5.667720024509981,8.53225040435791,11.329604206345975,4858,0,96.66702007081052,82.15654690819045,84.98922057182392,0.06898683352458362,0.05863137210972534,2.021484375,,
0.584160000000149,1673,,,,-0.103515625,0.087890625,-0.98046875,0.1604858539633149,5.6747007136977405,8.527801513671875,11.378127155564725,4858,0,97.03040997997593,81.64982214921508,84.14869334888421,0.06950046631243388,0.058483734273294556,2.017578125,,
0.6352200000006706,1673,,,,-0.125,0.166015625,-0.966796875,0.16120625896089325,5.677982771683235,8.530824661254883,11.314148006699979,4858,0,96.51901283664395,82.01707657744123,84.97504705757105,0.06922927527564378,0.058827609243093694,2.017578125,,
0.6892200000006705,1673,,,,-0.107421875,0.05078125,-1.0625,0.16054591931369647,5.668186002636555,8.528236389160156,11.344594059251248,4858,0,96.74937987635663,81.67736176452019,84.42158685554561,0.06939727092285636,0.05858627734751747,2.021484375,,
0.745140000000596,1673,,,,0.083984375,-0.046875,-0.833984375,0.1607781657607032,5.660101562850185,8.528444290161133,11.35303503062576,4858,0,96.82372678293959,81.7942850810911,84.47752198638085,0.06919923020586026,0.0584577949115619,2.02734375,,
0.805570000000298,1673,,,,-0.11328125,0.125,-0.900390625,0.16089916948682997,5.661720696485177,8.530221939086914,11.320754108689725,4858,0,96.56854506495341,81.85612712293462,84.76479278824901,0.06916673064659157,0.05862903591098966,2.021484375,,
0.8610750000011176,1673,,,,-0.177734375,0.009765625,-1.05859375,0.16074405529205302,5.6628704834770165,8.527238845825195,11.363304195664822,4858,0,96.8976089542015,81.77324820532849,84.39139942449816,0.06925089326594727,0.05844179794109845,2.015625,,
0.9249700000006705,1673,,,,0.072265625,0.021484375,-0.896484375,0.16102162163061076,5.67590551979368,8.528444290161133,11.35683256175369,4858,0,96.85611381560429,81.9214867235812,84.58060466843034,0.06928469864011715,0.058601417052510804,2.015625,,
0.9911200000010431,1673,,,,-0.283203125,0.107421875,-1.1328125,0.160800562064904,5.671255844077659,8.527999877929688,11.364033756516873,4858,0,96.91247848836474,81.80580184575466,84.41204179457263,0.0693258389517512,0.05851935615039035,2.021484375,,
1.0500449999999255,1673,,,,0.037109375,0.083984375,-0.845703125,0.16085853885992257,5.663144456158666,8.528363227844238,11.370470104478299,4858,0,96.97149912233496,81.83857437009632,84.39446137349324,0.06919896271101186,0.058400091856002895,2.029296875,,
1.2812700000014157,1673,,,,-0.037109375,0.01171875,-1.009765625,0.16067760823664437,5.673884409847088,8.5271577835083,11.340541897080838,4858,0,96.70259010689486,81.73875802336353,84.52592421051976,0.06941485957280281,0.05867355159334602,2.025390625,,
1.330004999998957,1673,,,,-0.09765625,0.072265625,-0.984375,0.16076537047097927,5.675135182158829,8.526739120483398,11.3473930933699,4858,0,96.75626060474026,81.78372678737996,84.52551419021378,0.06939198548524153,0.058653932538198915,2.025390625,,
1.3804000000003724,1673,,,,-0.255859375,0.169921875,-0.96484375,0.16085557501914577,5.683838376334058,8.526749610900879,11.358901081345975,4858,0,96.85450537562836,81.82973584032025,84.48727864848628,0.06945932695451083,0.058684295111420696,2.01953125,,
1.463515000000596,1673,,,,0.09375,-0.03125,-0.89453125,0.1608815735696378,5.683394854984666,8.524942398071289,11.367284832261502,4858,0,96.90544841749876,81.84662239871663,84.46028962798457,0.06943957720451739,0.05864886802338334,2.01171875,,
1.509785000000149,1673,,,,-0.146484375,0.111328125,-0.9609375,0.16088738018106238,5.6784150646440334,8.524741172790527,11.335402546189725,4858,0,96.63137279565812,81.8499106246627,84.70324725464359,0.06937594703900674,0.058763679955700455,2.009765625,,
1.5600449999999255,1673,,,,-0.158203125,0.107421875,-0.962890625,0.1607314848117951,5.684966829387572,8.524750709533691,11.342726764939725,4858,0,96.69391803746672,81.77062291893283,84.56645937880866,0.06952334012452897,0.05879342718520079,2.013671875,,
1.611015000000596,1673,,,,-0.083984375,-0.04296875,-1.04296875,0.1609308995889462,5.6784150646440334,8.52649974822998,11.345778522752225,4858,0,96.73977771771996,81.87166604033779,84.6308188543018,0.06935751205852224,0.05869783039209847,2.013671875,,
1.663300000000745,1673,,,,0.1484375,0.03125,-0.876953125,0.1605925850862396,5.670959414618825,8.523530960083008,11.383656559251248,4858,0,97.02894912173002,81.69951747932245,84.20117729691614,0.06941239788905856,0.05844605621260708,2.01171875,,
1.7094900000002236,1673,,,,-0.283203125,0.08203125,-1.017578125,0.16075990036937896,5.673025438119787,8.524236679077148,11.362402019761502,4858,0,96.85580405927126,81.7837071452487,84.4386228988413,0.06936620552116127,0.0585718686992486,2.0078125,,
1.7631300000008197,1673,,,,-0.109375,0.05859375,-0.91015625,0.1613057570585243,5.68137935923237,8.523750305175781,11.320754108689725,4858,0,96.49528128876402,82.06207199399059,85.04257503371406,0.069232706671706,0.05887727651915674,2.009765625,,
1.8109500000011176,1673,,,,0.056640625,0.015625,-0.970703125,0.1608110973556667,5.676624136663581,8.524707794189453,11.368433056138455,4858,0,96.91256988138451,81.81075267004385,84.41707073723829,0.06938726208226362,0.0585746941146174,2.01171875,,
1.8604000000003724,1673,,,,0.046875,0.01953125,-0.931640625,0.16115370842662924,5.685022971330533,8.524500846862793,11.314955768845975,4858,0,96.45435003374256,81.98352076693273,84.99722484082106,0.06934348413130768,0.05894003711954667,2.015625,,
1.909195000000298,1673,,,,-0.15625,0.0625,-1.07421875,0.16071472885809465,5.672014883146491,8.522500991821289,11.344557819627225,4858,0,96.68400526954699,81.76065562036665,84.56482061580375,0.06937340264837097,0.058665493504674156,2.015625,,
1.9593049999997019,1673,,,,-0.0546875,-0.00390625,-0.96875,0.16085699678100646,5.675922362376569,8.52225112915039,11.373854694627225,4858,0,96.93084601407934,81.83308566809949,84.42419418913678,0.06935974998421916,0.05855641001577695,2.015625,,
2.0069249999988825,1673,,,,-0.0390625,0.037109375,-1.083984375,0.16073519521860433,5.681783581221689,8.524001121520996,11.36153989817947,4858,0,96.84577883428736,81.77006431221909,84.43327659343389,0.06948488580768607,0.058668365824635256,2.013671875,,
2.057945000000298,1673,,,,-0.130859375,0.181640625,-0.8671875,0.1607818586278957,5.683669950505175,8.522000312805176,11.361037311814725,4858,0,96.81876352507636,81.79400301933387,84.48156126074568,0.06948761205832793,0.0587042195496856,2.017578125,,
